Statistics,Year,State of Residence Name,State of Residence Code,Organ,Counts
Living Organ Donors,2018,Arkansas,AR,Liver,
Living Organ Donors,2018,California,CA,All,652.0
Living Organ Donors,2018,California,CA,Kidney,618.0
Living Organ Donors,2018,California,CA,Liver,34.0
Living Organ Donors,2018,Colorado,CO,All,167.0
Living Organ Donors,2018,Colorado,CO,Kidney,148.0
Living Organ Donors,2018,Colorado,CO,Liver,19.0
Living Organ Donors,2018,Connecticut,CT,All,100.0
Living Organ Donors,2018,Connecticut,CT,Kidney,97.0
Living Organ Donors,2018,Connecticut,CT,Liver,
Living Organ Donors,2018,Delaware,DE,All,17.0
Living Organ Donors,2018,Delaware,DE,Kidney,
Living Organ Donors,2018,Delaware,DE,Liver,
Living Organ Donors,2018,District of Columbia,DC,All,28.0
Living Organ Donors,2018,District of Columbia,DC,Kidney,26.0
Living Organ Donors,2018,District of Columbia,DC,Liver,
Living Organ Donors,2018,Florida,FL,All,302.0
Living Organ Donors,2018,Florida,FL,Kidney,295.0
Living Organ Donors,2018,Florida,FL,Liver,
Living Organ Donors,2018,Foreign Country,,All,
Living Organ Donors,2018,Foreign Country,,Kidney,
Living Organ Donors,2018,Foreign Country,,Liver,0.0
Living Organ Donors,2018,Georgia,GA,All,186.0
Living Organ Donors,2018,Georgia,GA,Kidney,177.0
Living Organ Donors,2018,Georgia,GA,Liver,
Living Organ Donors,2018,Hawaii,HI,All,26.0
Living Organ Donors,2018,Hawaii,HI,Kidney,26.0
Living Organ Donors,2018,Hawaii,HI,Liver,0.0
Living Organ Donors,2018,Idaho,ID,All,24.0
Living Organ Donors,2018,Idaho,ID,Kidney,21.0
Living Organ Donors,2018,Idaho,ID,Liver,
Living Organ Donors,2018,Illinois,IL,All,317.0
Living Organ Donors,2018,Illinois,IL,Kidney,302.0
Living Organ Donors,2018,Illinois,IL,Liver,
Living Organ Donors,2018,Indiana,IN,All,139.0
Living Organ Donors,2018,Indiana,IN,Kidney,136.0
Living Organ Donors,2018,Indiana,IN,Liver,
Living Organ Donors,2018,Iowa,IA,All,66.0
Living Organ Donors,2018,Iowa,IA,Kidney,64.0
Living Organ Donors,2018,Iowa,IA,Liver,
Living Organ Donors,2018,Kansas,KS,All,51.0
Living Organ Donors,2018,Kansas,KS,Kidney,51.0
Living Organ Donors,2018,Kansas,KS,Liver,0.0
Living Organ Donors,2018,Kentucky,KY,All,83.0
Living Organ Donors,2018,Kentucky,KY,Kidney,80.0
Living Organ Donors,2018,Kentucky,KY,Liver,
Living Organ Donors,2018,Louisiana,LA,All,70.0
Living Organ Donors,2018,Louisiana,LA,Kidney,70.0
Living Organ Donors,2018,Louisiana,LA,Liver,0.0
Living Organ Donors,2018,Maine,ME,All,38.0
Living Organ Donors,2018,Maine,ME,Kidney,35.0
Living Organ Donors,2018,Maine,ME,Liver,
Living Organ Donors,2018,Maryland,MD,All,171.0
Living Organ Donors,2018,Maryland,MD,Kidney,152.0
Living Organ Donors,2018,Maryland,MD,Liver,19.0
Living Organ Donors,2018,Massachusetts,MA,All,165.0
Living Organ Donors,2018,Massachusetts,MA,Kidney,145.0
Living Organ Donors,2018,Massachusetts,MA,Liver,20.0
Living Organ Donors,2018,Michigan,MI,All,244.0
Living Organ Donors,2018,Michigan,MI,Kidney,231.0
Living Organ Donors,2018,Michigan,MI,Liver,
Living Organ Donors,2018,Minnesota,MN,All,156.0
Living Organ Donors,2018,Minnesota,MN,Kidney,151.0
Living Organ Donors,2018,Minnesota,MN,Liver,
Living Organ Donors,2018,Mississippi,MS,All,27.0
Living Organ Donors,2018,Mississippi,MS,Kidney,24.0
Living Organ Donors,2018,Mississippi,MS,Liver,
Living Organ Donors,2018,Missouri,MO,All,92.0
Living Organ Donors,2018,Missouri,MO,Kidney,92.0
Living Organ Donors,2018,Missouri,MO,Liver,0.0
Living Organ Donors,2018,Montana,MT,All,21.0
Living Organ Donors,2018,Montana,MT,Kidney,19.0
Living Organ Donors,2018,Montana,MT,Liver,
Living Organ Donors,2018,Nebraska,NE,All,38.0
Living Organ Donors,2018,Nebraska,NE,Kidney,35.0
Living Organ Donors,2018,Nebraska,NE,Liver,
Living Organ Donors,2018,Nevada,NV,All,32.0
Living Organ Donors,2018,Nevada,NV,Kidney,32.0
Living Organ Donors,2018,Nevada,NV,Liver,0.0
Living Organ Donors,2018,New Hampshire,NH,All,32.0
Living Organ Donors,2018,New Hampshire,NH,Kidney,30.0
Living Organ Donors,2018,New Hampshire,NH,Liver,
Living Organ Donors,2018,New Jersey,NJ,All,267.0
Living Organ Donors,2018,New Jersey,NJ,Kidney,254.0
Living Organ Donors,2018,New Jersey,NJ,Liver,
Living Organ Donors,2018,New Mexico,NM,All,25.0
Living Organ Donors,2018,New Mexico,NM,Kidney,25.0
Living Organ Donors,2018,New Mexico,NM,Liver,0.0
Living Organ Donors,2018,New York,NY,All,567.0
Living Organ Donors,2018,New York,NY,Kidney,521.0
Living Organ Donors,2018,New York,NY,Liver,46.0
Living Organ Donors,2018,North Carolina,NC,All,159.0
Living Organ Donors,2018,North Carolina,NC,Kidney,155.0
Living Organ Donors,2018,North Carolina,NC,Liver,
Living Organ Donors,2018,North Dakota,ND,All,27.0
Living Organ Donors,2018,North Dakota,ND,Kidney,26.0
Living Organ Donors,2018,North Dakota,ND,Liver,
Living Organ Donors,2018,Not Reported,NR,All,152.0
Living Organ Donors,2018,Not Reported,NR,Kidney,141.0
Living Organ Donors,2018,Not Reported,NR,Liver,
Living Organ Donors,2018,Ohio,OH,All,256.0
Living Organ Donors,2018,Ohio,OH,Kidney,232.0
Living Organ Donors,2018,Ohio,OH,Liver,24.0
Living Organ Donors,2018,Oklahoma,OK,All,38.0
Living Organ Donors,2018,Oklahoma,OK,Kidney,36.0
Living Organ Donors,2018,Oklahoma,OK,Liver,
Living Organ Donors,2018,Oregon,OR,All,70.0
Living Organ Donors,2018,Oregon,OR,Kidney,67.0
Living Organ Donors,2018,Oregon,OR,Liver,
Living Organ Donors,2018,Pacific Ocean Territories,PO,All,
Living Organ Donors,2018,Pacific Ocean Territories,PO,Kidney,
Living Organ Donors,2018,Pacific Ocean Territories,PO,Liver,0.0
Living Organ Donors,2018,Pennsylvania,PA,All,331.0
Living Organ Donors,2018,Pennsylvania,PA,Kidney,287.0
Living Organ Donors,2018,Pennsylvania,PA,Liver,44.0
Living Organ Donors,2018,Puerto Rico,PR,All,
Living Organ Donors,2018,Puerto Rico,PR,Kidney,
Living Organ Donors,2018,Puerto Rico,PR,Liver,0.0
Living Organ Donors,2018,Rhode Island,RI,All,30.0
Living Organ Donors,2018,Rhode Island,RI,Kidney,27.0
Living Organ Donors,2018,Rhode Island,RI,Liver,
Living Organ Donors,2018,South Carolina,SC,All,64.0
Living Organ Donors,2018,South Carolina,SC,Kidney,64.0
Living Organ Donors,2018,South Carolina,SC,Liver,0.0
Living Organ Donors,2018,South Dakota,SD,All,23.0
Living Organ Donors,2018,South Dakota,SD,Kidney,21.0
Living Organ Donors,2018,South Dakota,SD,Liver,
Living Organ Donors,2018,Tennessee,TN,All,97.0
Living Organ Donors,2018,Tennessee,TN,Kidney,96.0
Living Organ Donors,2018,Tennessee,TN,Liver,
Living Organ Donors,2018,Texas,TX,All,588.0
Living Organ Donors,2018,Texas,TX,Kidney,549.0
Living Organ Donors,2018,Texas,TX,Liver,39.0
Living Organ Donors,2018,Utah,UT,All,71.0
Living Organ Donors,2018,Utah,UT,Kidney,66.0
Living Organ Donors,2018,Utah,UT,Liver,
Living Organ Donors,2018,Vermont,VT,All,
Living Organ Donors,2018,Vermont,VT,Kidney,
Living Organ Donors,2018,Vermont,VT,Liver,0.0
Living Organ Donors,2018,Virgin Islands,VI,All,0.0
Living Organ Donors,2018,Virgin Islands,VI,Kidney,0.0
Living Organ Donors,2018,Virgin Islands,VI,Liver,0.0
Living Organ Donors,2018,Virginia,VA,All,209.0
Living Organ Donors,2018,Virginia,VA,Kidney,198.0
Living Organ Donors,2018,Virginia,VA,Liver,
Living Organ Donors,2018,Washington,WA,All,111.0
Living Organ Donors,2018,Washington,WA,Kidney,109.0
Living Organ Donors,2018,Washington,WA,Liver,
Living Organ Donors,2018,West Virginia,WV,All,43.0
Living Organ Donors,2018,West Virginia,WV,Kidney,33.0
Living Organ Donors,2018,West Virginia,WV,Liver,
Living Organ Donors,2018,Wisconsin,WI,All,166.0
Living Organ Donors,2018,Wisconsin,WI,Kidney,165.0
Living Organ Donors,2018,Wisconsin,WI,Liver,
Living Organ Donors,2018,Wyoming,WY,All,
Living Organ Donors,2018,Wyoming,WY,Kidney,
Living Organ Donors,2018,Wyoming,WY,Liver,0.0
Living Organ Donors,2019,Alabama,AL,All,89.0
Living Organ Donors,2019,Alabama,AL,Kidney,87.0
Living Organ Donors,2019,Alabama,AL,Liver,
Living Organ Donors,2019,Alaska,AK,All,
Living Organ Donors,2019,Alaska,AK,Kidney,
Living Organ Donors,2019,Alaska,AK,Liver,0.0
Living Organ Donors,2019,All,All,All,7389.0
Living Organ Donors,2019,All,All,Kidney,6866.0
Living Organ Donors,2019,All,All,Liver,523.0
Living Organ Donors,2019,Arizona,AZ,All,153.0
Living Organ Donors,2019,Arizona,AZ,Kidney,146.0
Living Organ Donors,2019,Arizona,AZ,Liver,
Living Organ Donors,2019,Arkansas,AR,All,27.0
Living Organ Donors,2019,Arkansas,AR,Kidney,24.0
Living Organ Donors,2019,Arkansas,AR,Liver,
Living Organ Donors,2019,California,CA,All,693.0
Living Organ Donors,2019,California,CA,Kidney,644.0
Living Organ Donors,2019,California,CA,Liver,49.0
Living Organ Donors,2019,Colorado,CO,All,161.0
Living Organ Donors,2019,Colorado,CO,Kidney,131.0
Living Organ Donors,2019,Colorado,CO,Liver,30.0
Living Organ Donors,2019,Connecticut,CT,All,115.0
Living Organ Donors,2019,Connecticut,CT,Kidney,105.0
Living Organ Donors,2019,Connecticut,CT,Liver,
Living Organ Donors,2019,Delaware,DE,All,
Living Organ Donors,2019,Delaware,DE,Kidney,
Living Organ Donors,2019,Delaware,DE,Liver,0.0
Living Organ Donors,2019,District of Columbia,DC,All,19.0
Living Organ Donors,2019,District of Columbia,DC,Kidney,
Living Organ Donors,2019,District of Columbia,DC,Liver,
Living Organ Donors,2019,Florida,FL,All,328.0
Living Organ Donors,2019,Florida,FL,Kidney,319.0
Living Organ Donors,2019,Florida,FL,Liver,
Living Organ Donors,2019,Foreign Country,,All,
Living Organ Donors,2019,Foreign Country,,Kidney,
Living Organ Donors,2019,Foreign Country,,Liver,0.0
Living Organ Donors,2019,Georgia,GA,All,233.0
Living Organ Donors,2019,Georgia,GA,Kidney,222.0
Living Organ Donors,2019,Georgia,GA,Liver,
Living Organ Donors,2019,Hawaii,HI,All,
Living Organ Donors,2019,Hawaii,HI,Kidney,
Living Organ Donors,2019,Hawaii,HI,Liver,
Living Organ Donors,2019,Idaho,ID,All,36.0
Living Organ Donors,2019,Idaho,ID,Kidney,35.0
Living Organ Donors,2019,Idaho,ID,Liver,
Living Organ Donors,2019,Illinois,IL,All,351.0
Living Organ Donors,2019,Illinois,IL,Kidney,339.0
Living Organ Donors,2019,Illinois,IL,Liver,
Living Organ Donors,2019,Indiana,IN,All,120.0
Living Organ Donors,2019,Indiana,IN,Kidney,118.0
Living Organ Donors,2019,Indiana,IN,Liver,
Living Organ Donors,2019,Iowa,IA,All,68.0
Living Organ Donors,2019,Iowa,IA,Kidney,65.0
Living Organ Donors,2019,Iowa,IA,Liver,
Living Organ Donors,2019,Kansas,KS,All,43.0
Living Organ Donors,2019,Kansas,KS,Kidney,41.0
Living Organ Donors,2019,Kansas,KS,Liver,
Living Organ Donors,2019,Kentucky,KY,All,76.0
Living Organ Donors,2019,Kentucky,KY,Kidney,72.0
Living Organ Donors,2019,Kentucky,KY,Liver,
Living Organ Donors,2019,Louisiana,LA,All,100.0
Living Organ Donors,2019,Louisiana,LA,Kidney,98.0
Living Organ Donors,2019,Louisiana,LA,Liver,
Living Organ Donors,2019,Maine,ME,All,36.0
Living Organ Donors,2019,Maine,ME,Kidney,32.0
Living Organ Donors,2019,Maine,ME,Liver,
Living Organ Donors,2019,Maryland,MD,All,189.0
Living Organ Donors,2019,Maryland,MD,Kidney,165.0
Living Organ Donors,2019,Maryland,MD,Liver,24.0
Living Organ Donors,2019,Massachusetts,MA,All,151.0
Living Organ Donors,2019,Massachusetts,MA,Kidney,141.0
Living Organ Donors,2019,Massachusetts,MA,Liver,
Living Organ Donors,2019,Michigan,MI,All,205.0
Living Organ Donors,2019,Michigan,MI,Kidney,185.0
Living Organ Donors,2019,Michigan,MI,Liver,20.0
Living Organ Donors,2019,Minnesota,MN,All,156.0
Living Organ Donors,2019,Minnesota,MN,Kidney,144.0
Living Organ Donors,2019,Minnesota,MN,Liver,
Living Organ Donors,2019,Mississippi,MS,All,38.0
Living Organ Donors,2019,Mississippi,MS,Kidney,36.0
Living Organ Donors,2019,Mississippi,MS,Liver,
Living Organ Donors,2019,Missouri,MO,All,106.0
Living Organ Donors,2019,Missouri,MO,Kidney,104.0
Living Organ Donors,2019,Missouri,MO,Liver,
Living Organ Donors,2019,Montana,MT,All,23.0
Living Organ Donors,2019,Montana,MT,Kidney,23.0
Living Organ Donors,2019,Montana,MT,Liver,0.0
Living Organ Donors,2019,Nebraska,NE,All,38.0
Living Organ Donors,2019,Nebraska,NE,Kidney,36.0
Living Organ Donors,2019,Nebraska,NE,Liver,
Living Organ Donors,2019,Nevada,NV,All,39.0
Living Organ Donors,2019,Nevada,NV,Kidney,36.0
Living Organ Donors,2019,Nevada,NV,Liver,
Living Organ Donors,2019,New Hampshire,NH,All,46.0
Living Organ Donors,2019,New Hampshire,NH,Kidney,42.0
Living Organ Donors,2019,New Hampshire,NH,Liver,
Living Organ Donors,2019,New Jersey,NJ,All,287.0
Living Organ Donors,2019,New Jersey,NJ,Kidney,272.0
Living Organ Donors,2019,New Jersey,NJ,Liver,
Living Organ Donors,2019,New Mexico,NM,All,23.0
Living Organ Donors,2019,New Mexico,NM,Kidney,21.0
Living Organ Donors,2019,New Mexico,NM,Liver,
Living Organ Donors,2019,New York,NY,All,568.0
Living Organ Donors,2019,New York,NY,Kidney,510.0
Living Organ Donors,2019,New York,NY,Liver,58.0
Living Organ Donors,2019,North Carolina,NC,All,185.0
Living Organ Donors,2019,North Carolina,NC,Kidney,174.0
Living Organ Donors,2019,North Carolina,NC,Liver,
Living Organ Donors,2019,North Dakota,ND,All,23.0
Living Organ Donors,2019,North Dakota,ND,Kidney,22.0
Living Organ Donors,2019,North Dakota,ND,Liver,
Living Organ Donors,2019,Not Reported,NR,All,143.0
Living Organ Donors,2019,Not Reported,NR,Kidney,138.0
Living Organ Donors,2019,Not Reported,NR,Liver,
Living Organ Donors,2019,Ohio,OH,All,316.0
Living Organ Donors,2019,Ohio,OH,Kidney,297.0
Living Organ Donors,2019,Ohio,OH,Liver,19.0
Living Organ Donors,2019,Oklahoma,OK,All,59.0
Living Organ Donors,2019,Oklahoma,OK,Kidney,59.0
Living Organ Donors,2019,Oklahoma,OK,Liver,0.0
Living Organ Donors,2019,Oregon,OR,All,78.0
Living Organ Donors,2019,Oregon,OR,Kidney,75.0
Living Organ Donors,2019,Oregon,OR,Liver,
Living Organ Donors,2019,Pacific Ocean Territories,PO,All,
Living Organ Donors,2019,Pacific Ocean Territories,PO,Kidney,
Living Organ Donors,2019,Pacific Ocean Territories,PO,Liver,0.0
Living Organ Donors,2019,Pennsylvania,PA,All,363.0
Living Organ Donors,2019,Pennsylvania,PA,Kidney,294.0
Living Organ Donors,2019,Pennsylvania,PA,Liver,69.0
Living Organ Donors,2019,Puerto Rico,PR,All,
Living Organ Donors,2019,Puerto Rico,PR,Kidney,
Living Organ Donors,2019,Puerto Rico,PR,Liver,0.0
Living Organ Donors,2019,Rhode Island,RI,All,31.0
Living Organ Donors,2019,Rhode Island,RI,Kidney,28.0
Living Organ Donors,2019,Rhode Island,RI,Liver,
Living Organ Donors,2019,South Carolina,SC,All,77.0
Living Organ Donors,2019,South Carolina,SC,Kidney,73.0
Living Organ Donors,2019,South Carolina,SC,Liver,
Living Organ Donors,2019,South Dakota,SD,All,30.0
Living Organ Donors,2019,South Dakota,SD,Kidney,30.0
Living Organ Donors,2019,South Dakota,SD,Liver,0.0
Living Organ Donors,2019,Tennessee,TN,All,115.0
Living Organ Donors,2019,Tennessee,TN,Kidney,112.0
Living Organ Donors,2019,Tennessee,TN,Liver,
Living Organ Donors,2019,Texas,TX,All,694.0
Living Organ Donors,2019,Texas,TX,Kidney,648.0
Living Organ Donors,2019,Texas,TX,Liver,46.0
Living Organ Donors,2019,Utah,UT,All,102.0
Living Organ Donors,2019,Utah,UT,Kidney,92.0
Living Organ Donors,2019,Utah,UT,Liver,
Living Organ Donors,2019,Vermont,VT,All,16.0
Living Organ Donors,2019,Vermont,VT,Kidney,
Living Organ Donors,2019,Vermont,VT,Liver,
Living Organ Donors,2019,Virgin Islands,VI,All,
Living Organ Donors,2019,Virgin Islands,VI,Kidney,
Living Organ Donors,2019,Virgin Islands,VI,Liver,0.0
Living Organ Donors,2019,Virginia,VA,All,230.0
Living Organ Donors,2019,Virginia,VA,Kidney,218.0
Living Organ Donors,2019,Virginia,VA,Liver,
Living Organ Donors,2019,Washington,WA,All,124.0
Living Organ Donors,2019,Washington,WA,Kidney,119.0
Living Organ Donors,2019,Washington,WA,Liver,
Living Organ Donors,2019,West Virginia,WV,All,37.0
Living Organ Donors,2019,West Virginia,WV,Kidney,27.0
Living Organ Donors,2019,West Virginia,WV,Liver,
Living Organ Donors,2019,Wisconsin,WI,All,177.0
Living Organ Donors,2019,Wisconsin,WI,Kidney,169.0
Living Organ Donors,2019,Wisconsin,WI,Liver,
Living Organ Donors,2019,Wyoming,WY,All,
Living Organ Donors,2019,Wyoming,WY,Kidney,
Living Organ Donors,2019,Wyoming,WY,Liver,0.0
Living Organ Donors,2020,Alabama,AL,All,69.0
Living Organ Donors,2020,Alabama,AL,Kidney,68.0
Living Organ Donors,2020,Alabama,AL,Liver,
Living Organ Donors,2020,Alaska,AK,All,
Living Organ Donors,2020,Alaska,AK,Kidney,
Living Organ Donors,2020,Alaska,AK,Liver,0.0
Living Organ Donors,2020,All,All,All,5725.0
Living Organ Donors,2020,All,All,Kidney,5234.0
Living Organ Donors,2020,All,All,Liver,491.0
Living Organ Donors,2020,Arizona,AZ,All,98.0
Living Organ Donors,2020,Arizona,AZ,Kidney,96.0
Living Organ Donors,2020,Arizona,AZ,Liver,
Living Organ Donors,2020,Arkansas,AR,All,24.0
Living Organ Donors,2020,Arkansas,AR,Kidney,21.0
Living Organ Donors,2020,Arkansas,AR,Liver,
Living Organ Donors,2020,California,CA,All,594.0
Living Organ Donors,2020,California,CA,Kidney,542.0
Living Organ Donors,2020,California,CA,Liver,52.0
Living Organ Donors,2020,Colorado,CO,All,118.0
Living Organ Donors,2020,Colorado,CO,Kidney,108.0
Living Organ Donors,2020,Colorado,CO,Liver,
Living Organ Donors,2020,Connecticut,CT,All,82.0
Living Organ Donors,2020,Connecticut,CT,Kidney,74.0
Living Organ Donors,2020,Connecticut,CT,Liver,
Living Organ Donors,2020,Delaware,DE,All,16.0
Living Organ Donors,2020,Delaware,DE,Kidney,
Living Organ Donors,2020,Delaware,DE,Liver,
Living Organ Donors,2020,District of Columbia,DC,All,28.0
Living Organ Donors,2020,District of Columbia,DC,Kidney,28.0
Living Organ Donors,2020,District of Columbia,DC,Liver,0.0
Living Organ Donors,2020,Florida,FL,All,257.0
Living Organ Donors,2020,Florida,FL,Kidney,247.0
Living Organ Donors,2020,Florida,FL,Liver,
Living Organ Donors,2020,Foreign Country,,All,
Living Organ Donors,2020,Foreign Country,,Kidney,
Living Organ Donors,2020,Foreign Country,,Liver,
Living Organ Donors,2020,Georgia,GA,All,167.0
Living Organ Donors,2020,Georgia,GA,Kidney,157.0
Living Organ Donors,2020,Georgia,GA,Liver,
Living Organ Donors,2020,Hawaii,HI,All,
Living Organ Donors,2020,Hawaii,HI,Kidney,
Living Organ Donors,2020,Hawaii,HI,Liver,0.0
Living Organ Donors,2020,Idaho,ID,All,33.0
Living Organ Donors,2020,Idaho,ID,Kidney,32.0
Living Organ Donors,2020,Idaho,ID,Liver,
Living Organ Donors,2020,Illinois,IL,All,254.0
Living Organ Donors,2020,Illinois,IL,Kidney,234.0
Living Organ Donors,2020,Illinois,IL,Liver,20.0
Living Organ Donors,2020,Indiana,IN,All,90.0
Living Organ Donors,2020,Indiana,IN,Kidney,85.0
Living Organ Donors,2020,Indiana,IN,Liver,
Living Organ Donors,2020,Iowa,IA,All,47.0
Living Organ Donors,2020,Iowa,IA,Kidney,43.0
Living Organ Donors,2020,Iowa,IA,Liver,
Living Organ Donors,2020,Kansas,KS,All,27.0
Living Organ Donors,2020,Kansas,KS,Kidney,26.0
Living Organ Donors,2020,Kansas,KS,Liver,
Living Organ Donors,2020,Kentucky,KY,All,73.0
Living Organ Donors,2020,Kentucky,KY,Kidney,67.0
Living Organ Donors,2020,Kentucky,KY,Liver,
Living Organ Donors,2020,Louisiana,LA,All,55.0
Living Organ Donors,2020,Louisiana,LA,Kidney,52.0
Living Organ Donors,2020,Louisiana,LA,Liver,
Living Organ Donors,2020,Maine,ME,All,41.0
Living Organ Donors,2020,Maine,ME,Kidney,40.0
Living Organ Donors,2020,Maine,ME,Liver,
Living Organ Donors,2020,Maryland,MD,All,131.0
Living Organ Donors,2020,Maryland,MD,Kidney,115.0
Living Organ Donors,2020,Maryland,MD,Liver,16.0
Living Organ Donors,2020,Massachusetts,MA,All,106.0
Living Organ Donors,2020,Massachusetts,MA,Kidney,98.0
Living Organ Donors,2020,Massachusetts,MA,Liver,
Living Organ Donors,2020,Michigan,MI,All,161.0
Living Organ Donors,2020,Michigan,MI,Kidney,152.0
Living Organ Donors,2020,Michigan,MI,Liver,
Living Organ Donors,2020,Minnesota,MN,All,118.0
Living Organ Donors,2020,Minnesota,MN,Kidney,114.0
Living Organ Donors,2020,Minnesota,MN,Liver,
Living Organ Donors,2020,Mississippi,MS,All,32.0
Living Organ Donors,2020,Mississippi,MS,Kidney,28.0
Living Organ Donors,2020,Mississippi,MS,Liver,
Living Organ Donors,2020,Missouri,MO,All,87.0
Living Organ Donors,2020,Missouri,MO,Kidney,84.0
Living Organ Donors,2020,Missouri,MO,Liver,
Living Organ Donors,2020,Montana,MT,All,23.0
Living Organ Donors,2020,Montana,MT,Kidney,20.0
Living Organ Donors,2020,Montana,MT,Liver,
Living Organ Donors,2020,Nebraska,NE,All,21.0
Living Organ Donors,2020,Nebraska,NE,Kidney,18.0
Living Organ Donors,2020,Nebraska,NE,Liver,
Living Organ Donors,2020,Nevada,NV,All,33.0
Living Organ Donors,2020,Nevada,NV,Kidney,31.0
Living Organ Donors,2020,Nevada,NV,Liver,
Living Organ Donors,2020,New Hampshire,NH,All,39.0
Living Organ Donors,2020,New Hampshire,NH,Kidney,31.0
Living Organ Donors,2020,New Hampshire,NH,Liver,
Living Organ Donors,2020,New Jersey,NJ,All,200.0
Living Organ Donors,2020,New Jersey,NJ,Kidney,187.0
Living Organ Donors,2020,New Jersey,NJ,Liver,
Living Organ Donors,2020,New Mexico,NM,All,28.0
Living Organ Donors,2020,New Mexico,NM,Kidney,26.0
Living Organ Donors,2020,New Mexico,NM,Liver,
Living Organ Donors,2020,New York,NY,All,386.0
Living Organ Donors,2020,New York,NY,Kidney,347.0
Living Organ Donors,2020,New York,NY,Liver,39.0
Living Organ Donors,2020,North Carolina,NC,All,145.0
Living Organ Donors,2020,North Carolina,NC,Kidney,135.0
Living Organ Donors,2020,North Carolina,NC,Liver,
Living Organ Donors,2020,North Dakota,ND,All,17.0
Living Organ Donors,2020,North Dakota,ND,Kidney,16.0
Living Organ Donors,2020,North Dakota,ND,Liver,
Living Organ Donors,2020,Not Reported,NR,All,85.0
Living Organ Donors,2020,Not Reported,NR,Kidney,77.0
Living Organ Donors,2020,Not Reported,NR,Liver,
Living Organ Donors,2020,Ohio,OH,All,218.0
Living Organ Donors,2020,Ohio,OH,Kidney,196.0
Living Organ Donors,2020,Ohio,OH,Liver,22.0
Living Organ Donors,2020,Oklahoma,OK,All,40.0
Living Organ Donors,2020,Oklahoma,OK,Kidney,36.0
Living Organ Donors,2020,Oklahoma,OK,Liver,
Living Organ Donors,2020,Oregon,OR,All,50.0
Living Organ Donors,2020,Oregon,OR,Kidney,49.0
Living Organ Donors,2020,Oregon,OR,Liver,
Living Organ Donors,2020,Pacific Ocean Territories,PO,All,
Living Organ Donors,2020,Pacific Ocean Territories,PO,Kidney,
Living Organ Donors,2020,Pacific Ocean Territories,PO,Liver,0.0
Living Organ Donors,2020,Pennsylvania,PA,All,316.0
Living Organ Donors,2020,Pennsylvania,PA,Kidney,251.0
Living Organ Donors,2020,Pennsylvania,PA,Liver,65.0
Living Organ Donors,2020,Puerto Rico,PR,All,
Living Organ Donors,2020,Puerto Rico,PR,Kidney,
Living Organ Donors,2020,Puerto Rico,PR,Liver,0.0
Living Organ Donors,2020,Rhode Island,RI,All,23.0
Living Organ Donors,2020,Rhode Island,RI,Kidney,20.0
Living Organ Donors,2020,Rhode Island,RI,Liver,
Living Organ Donors,2020,South Carolina,SC,All,63.0
Living Organ Donors,2020,South Carolina,SC,Kidney,60.0
Living Organ Donors,2020,South Carolina,SC,Liver,
Living Organ Donors,2020,South Dakota,SD,All,
Living Organ Donors,2020,South Dakota,SD,Kidney,
Living Organ Donors,2020,South Dakota,SD,Liver,0.0
Living Organ Donors,2020,Tennessee,TN,All,96.0
Living Organ Donors,2020,Tennessee,TN,Kidney,90.0
Living Organ Donors,2020,Tennessee,TN,Liver,
Living Organ Donors,2020,Texas,TX,All,641.0
Living Organ Donors,2020,Texas,TX,Kidney,584.0
Living Organ Donors,2020,Texas,TX,Liver,57.0
Living Organ Donors,2020,Utah,UT,All,66.0
Living Organ Donors,2020,Utah,UT,Kidney,55.0
Living Organ Donors,2020,Utah,UT,Liver,
Living Organ Donors,2020,Vermont,VT,All,
Living Organ Donors,2020,Vermont,VT,Kidney,
Living Organ Donors,2020,Vermont,VT,Liver,
Living Organ Donors,2020,Virgin Islands,VI,All,
Living Organ Donors,2020,Virgin Islands,VI,Kidney,0.0
Living Organ Donors,2020,Virgin Islands,VI,Liver,
Living Organ Donors,2020,Virginia,VA,All,223.0
Living Organ Donors,2020,Virginia,VA,Kidney,197.0
Living Organ Donors,2020,Virginia,VA,Liver,26.0
Living Organ Donors,2020,Washington,WA,All,88.0
Living Organ Donors,2020,Washington,WA,Kidney,82.0
Living Organ Donors,2020,Washington,WA,Liver,
Living Organ Donors,2020,West Virginia,WV,All,23.0
Living Organ Donors,2020,West Virginia,WV,Kidney,17.0
Living Organ Donors,2020,West Virginia,WV,Liver,
Living Organ Donors,2020,Wisconsin,WI,All,122.0
Living Organ Donors,2020,Wisconsin,WI,Kidney,117.0
Living Organ Donors,2020,Wisconsin,WI,Liver,
Living Organ Donors,2020,Wyoming,WY,All,
Living Organ Donors,2020,Wyoming,WY,Kidney,
Living Organ Donors,2020,Wyoming,WY,Liver,
Living Organ Donors,2021,Alabama,AL,All,63.0
Living Organ Donors,2021,Alabama,AL,Kidney,62.0
Living Organ Donors,2021,Alabama,AL,Liver,
Living Organ Donors,2021,Alaska,AK,All,
Living Organ Donors,2021,Alaska,AK,Kidney,
Living Organ Donors,2021,Alaska,AK,Liver,
Living Organ Donors,2021,All,All,All,6540.0
Living Organ Donors,2021,All,All,Kidney,5972.0
Living Organ Donors,2021,All,All,Liver,568.0
Living Organ Donors,2021,Arizona,AZ,All,109.0
Living Organ Donors,2021,Arizona,AZ,Kidney,105.0
Living Organ Donors,2021,Arizona,AZ,Liver,
