Statistics,Year,State of Residence Name,State of Residence Code,Organ,Counts
Deceased Organ Donors,2021,Arkansas,AR,Pancreas,17
Deceased Organ Donors,2021,California,CA,All,1268
Deceased Organ Donors,2021,California,CA,Heart,371
Deceased Organ Donors,2021,California,CA,Kidney,1203
Deceased Organ Donors,2021,California,CA,Liver,911
Deceased Organ Donors,2021,California,CA,Lung,288
Deceased Organ Donors,2021,California,CA,Pancreas,94
Deceased Organ Donors,2021,Colorado,CO,All,224
Deceased Organ Donors,2021,Colorado,CO,Heart,64
Deceased Organ Donors,2021,Colorado,CO,Kidney,222
Deceased Organ Donors,2021,Colorado,CO,Liver,145
Deceased Organ Donors,2021,Colorado,CO,Lung,37
Deceased Organ Donors,2021,Colorado,CO,Pancreas,20
Deceased Organ Donors,2021,Connecticut,CT,All,118
Deceased Organ Donors,2021,Connecticut,CT,Heart,39
Deceased Organ Donors,2021,Connecticut,CT,Kidney,113
Deceased Organ Donors,2021,Connecticut,CT,Liver,75
Deceased Organ Donors,2021,Connecticut,CT,Lung,31
Deceased Organ Donors,2021,Connecticut,CT,Pancreas,
Deceased Organ Donors,2021,Delaware,DE,All,90
Deceased Organ Donors,2021,Delaware,DE,Heart,22
Deceased Organ Donors,2021,Delaware,DE,Kidney,87
Deceased Organ Donors,2021,Delaware,DE,Liver,67
Deceased Organ Donors,2021,Delaware,DE,Lung,
Deceased Organ Donors,2021,Delaware,DE,Pancreas,
Deceased Organ Donors,2021,District of Columbia,DC,All,28
Deceased Organ Donors,2021,District of Columbia,DC,Heart,
Deceased Organ Donors,2021,District of Columbia,DC,Kidney,26
Deceased Organ Donors,2021,District of Columbia,DC,Liver,20
Deceased Organ Donors,2021,District of Columbia,DC,Lung,
Deceased Organ Donors,2021,District of Columbia,DC,Pancreas,
Deceased Organ Donors,2021,Florida,FL,All,924
Deceased Organ Donors,2021,Florida,FL,Heart,258
Deceased Organ Donors,2021,Florida,FL,Kidney,884
Deceased Organ Donors,2021,Florida,FL,Liver,690
Deceased Organ Donors,2021,Florida,FL,Lung,156
Deceased Organ Donors,2021,Florida,FL,Pancreas,71
Deceased Organ Donors,2021,Foreign Country,NA,All,0
Deceased Organ Donors,2021,Foreign Country,NA,Heart,0
Deceased Organ Donors,2021,Foreign Country,NA,Kidney,0
Deceased Organ Donors,2021,Foreign Country,NA,Liver,0
Deceased Organ Donors,2021,Foreign Country,NA,Lung,0
Deceased Organ Donors,2021,Foreign Country,NA,Pancreas,0
Deceased Organ Donors,2021,Georgia,GA,All,400
Deceased Organ Donors,2021,Georgia,GA,Heart,124
Deceased Organ Donors,2021,Georgia,GA,Kidney,372
Deceased Organ Donors,2021,Georgia,GA,Liver,286
Deceased Organ Donors,2021,Georgia,GA,Lung,85
Deceased Organ Donors,2021,Georgia,GA,Pancreas,39
Deceased Organ Donors,2021,Hawaii,HI,All,48
Deceased Organ Donors,2021,Hawaii,HI,Heart,
Deceased Organ Donors,2021,Hawaii,HI,Kidney,48
Deceased Organ Donors,2021,Hawaii,HI,Liver,18
Deceased Organ Donors,2021,Hawaii,HI,Lung,
Deceased Organ Donors,2021,Hawaii,HI,Pancreas,
Deceased Organ Donors,2021,Idaho,ID,All,81
Deceased Organ Donors,2021,Idaho,ID,Heart,25
Deceased Organ Donors,2021,Idaho,ID,Kidney,81
Deceased Organ Donors,2021,Idaho,ID,Liver,52
Deceased Organ Donors,2021,Idaho,ID,Lung,
Deceased Organ Donors,2021,Idaho,ID,Pancreas,
Deceased Organ Donors,2021,Illinois,IL,All,519
Deceased Organ Donors,2021,Illinois,IL,Heart,145
Deceased Organ Donors,2021,Illinois,IL,Kidney,487
Deceased Organ Donors,2021,Illinois,IL,Liver,345
Deceased Organ Donors,2021,Illinois,IL,Lung,117
Deceased Organ Donors,2021,Illinois,IL,Pancreas,60
Deceased Organ Donors,2021,Indiana,IN,All,347
Deceased Organ Donors,2021,Indiana,IN,Heart,109
Deceased Organ Donors,2021,Indiana,IN,Kidney,341
Deceased Organ Donors,2021,Indiana,IN,Liver,267
Deceased Organ Donors,2021,Indiana,IN,Lung,84
Deceased Organ Donors,2021,Indiana,IN,Pancreas,41
Deceased Organ Donors,2021,Iowa,IA,All,160
Deceased Organ Donors,2021,Iowa,IA,Heart,41
Deceased Organ Donors,2021,Iowa,IA,Kidney,152
Deceased Organ Donors,2021,Iowa,IA,Liver,90
Deceased Organ Donors,2021,Iowa,IA,Lung,26
Deceased Organ Donors,2021,Iowa,IA,Pancreas,
Deceased Organ Donors,2021,Kansas,KS,All,185
Deceased Organ Donors,2021,Kansas,KS,Heart,55
Deceased Organ Donors,2021,Kansas,KS,Kidney,173
Deceased Organ Donors,2021,Kansas,KS,Liver,112
Deceased Organ Donors,2021,Kansas,KS,Lung,36
Deceased Organ Donors,2021,Kansas,KS,Pancreas,18
Deceased Organ Donors,2021,Kentucky,KY,All,234
Deceased Organ Donors,2021,Kentucky,KY,Heart,80
Deceased Organ Donors,2021,Kentucky,KY,Kidney,230
Deceased Organ Donors,2021,Kentucky,KY,Liver,164
Deceased Organ Donors,2021,Kentucky,KY,Lung,39
Deceased Organ Donors,2021,Kentucky,KY,Pancreas,21
Deceased Organ Donors,2021,Louisiana,LA,All,242
Deceased Organ Donors,2021,Louisiana,LA,Heart,85
Deceased Organ Donors,2021,Louisiana,LA,Kidney,228
Deceased Organ Donors,2021,Louisiana,LA,Liver,211
Deceased Organ Donors,2021,Louisiana,LA,Lung,45
Deceased Organ Donors,2021,Louisiana,LA,Pancreas,28
Deceased Organ Donors,2021,Maine,ME,All,52
Deceased Organ Donors,2021,Maine,ME,Heart,
Deceased Organ Donors,2021,Maine,ME,Kidney,52
Deceased Organ Donors,2021,Maine,ME,Liver,30
Deceased Organ Donors,2021,Maine,ME,Lung,
Deceased Organ Donors,2021,Maine,ME,Pancreas,
Deceased Organ Donors,2021,Maryland,MD,All,219
Deceased Organ Donors,2021,Maryland,MD,Heart,44
Deceased Organ Donors,2021,Maryland,MD,Kidney,208
Deceased Organ Donors,2021,Maryland,MD,Liver,167
Deceased Organ Donors,2021,Maryland,MD,Lung,45
Deceased Organ Donors,2021,Maryland,MD,Pancreas,25
Deceased Organ Donors,2021,Massachusetts,MA,All,200
Deceased Organ Donors,2021,Massachusetts,MA,Heart,45
Deceased Organ Donors,2021,Massachusetts,MA,Kidney,196
Deceased Organ Donors,2021,Massachusetts,MA,Liver,108
Deceased Organ Donors,2021,Massachusetts,MA,Lung,25
Deceased Organ Donors,2021,Massachusetts,MA,Pancreas,18
Deceased Organ Donors,2021,Michigan,MI,All,441
Deceased Organ Donors,2021,Michigan,MI,Heart,103
Deceased Organ Donors,2021,Michigan,MI,Kidney,431
Deceased Organ Donors,2021,Michigan,MI,Liver,270
Deceased Organ Donors,2021,Michigan,MI,Lung,80
Deceased Organ Donors,2021,Michigan,MI,Pancreas,40
Deceased Organ Donors,2021,Minnesota,MN,All,159
Deceased Organ Donors,2021,Minnesota,MN,Heart,48
Deceased Organ Donors,2021,Minnesota,MN,Kidney,152
Deceased Organ Donors,2021,Minnesota,MN,Liver,111
Deceased Organ Donors,2021,Minnesota,MN,Lung,36
Deceased Organ Donors,2021,Minnesota,MN,Pancreas,17
Deceased Organ Donors,2021,Mississippi,MS,All,143
Deceased Organ Donors,2021,Mississippi,MS,Heart,39
Deceased Organ Donors,2021,Mississippi,MS,Kidney,130
Deceased Organ Donors,2021,Mississippi,MS,Liver,113
Deceased Organ Donors,2021,Mississippi,MS,Lung,33
Deceased Organ Donors,2021,Mississippi,MS,Pancreas,18
Deceased Organ Donors,2021,Missouri,MO,All,376
Deceased Organ Donors,2021,Missouri,MO,Heart,109
Deceased Organ Donors,2021,Missouri,MO,Kidney,354
Deceased Organ Donors,2021,Missouri,MO,Liver,253
Deceased Organ Donors,2021,Missouri,MO,Lung,68
Deceased Organ Donors,2021,Missouri,MO,Pancreas,41
Deceased Organ Donors,2021,Montana,MT,All,56
Deceased Organ Donors,2021,Montana,MT,Heart,19
Deceased Organ Donors,2021,Montana,MT,Kidney,55
Deceased Organ Donors,2021,Montana,MT,Liver,43
Deceased Organ Donors,2021,Montana,MT,Lung,
Deceased Organ Donors,2021,Montana,MT,Pancreas,
Deceased Organ Donors,2021,Nebraska,NE,All,92
Deceased Organ Donors,2021,Nebraska,NE,Heart,26
Deceased Organ Donors,2021,Nebraska,NE,Kidney,89
Deceased Organ Donors,2021,Nebraska,NE,Liver,55
Deceased Organ Donors,2021,Nebraska,NE,Lung,
Deceased Organ Donors,2021,Nebraska,NE,Pancreas,
Deceased Organ Donors,2021,Nevada,NV,All,211
Deceased Organ Donors,2021,Nevada,NV,Heart,47
Deceased Organ Donors,2021,Nevada,NV,Kidney,195
Deceased Organ Donors,2021,Nevada,NV,Liver,146
Deceased Organ Donors,2021,Nevada,NV,Lung,34
Deceased Organ Donors,2021,Nevada,NV,Pancreas,
Deceased Organ Donors,2021,New Hampshire,NH,All,46
Deceased Organ Donors,2021,New Hampshire,NH,Heart,17
Deceased Organ Donors,2021,New Hampshire,NH,Kidney,46
Deceased Organ Donors,2021,New Hampshire,NH,Liver,26
Deceased Organ Donors,2021,New Hampshire,NH,Lung,
Deceased Organ Donors,2021,New Hampshire,NH,Pancreas,
Deceased Organ Donors,2021,New Jersey,NJ,All,306
Deceased Organ Donors,2021,New Jersey,NJ,Heart,71
Deceased Organ Donors,2021,New Jersey,NJ,Kidney,294
Deceased Organ Donors,2021,New Jersey,NJ,Liver,213
Deceased Organ Donors,2021,New Jersey,NJ,Lung,38
Deceased Organ Donors,2021,New Jersey,NJ,Pancreas,42
Deceased Organ Donors,2021,New Mexico,NM,All,104
Deceased Organ Donors,2021,New Mexico,NM,Heart,29
Deceased Organ Donors,2021,New Mexico,NM,Kidney,100
Deceased Organ Donors,2021,New Mexico,NM,Liver,70
Deceased Organ Donors,2021,New Mexico,NM,Lung,
Deceased Organ Donors,2021,New Mexico,NM,Pancreas,
Deceased Organ Donors,2021,New York,NY,All,573
Deceased Organ Donors,2021,New York,NY,Heart,167
Deceased Organ Donors,2021,New York,NY,Kidney,533
Deceased Organ Donors,2021,New York,NY,Liver,380
Deceased Organ Donors,2021,New York,NY,Lung,72
Deceased Organ Donors,2021,New York,NY,Pancreas,59
Deceased Organ Donors,2021,North Carolina,NC,All,455
Deceased Organ Donors,2021,North Carolina,NC,Heart,144
Deceased Organ Donors,2021,North Carolina,NC,Kidney,435
Deceased Organ Donors,2021,North Carolina,NC,Liver,286
Deceased Organ Donors,2021,North Carolina,NC,Lung,91
Deceased Organ Donors,2021,North Carolina,NC,Pancreas,62
Deceased Organ Donors,2021,North Dakota,ND,All,22
Deceased Organ Donors,2021,North Dakota,ND,Heart,
Deceased Organ Donors,2021,North Dakota,ND,Kidney,22
Deceased Organ Donors,2021,North Dakota,ND,Liver,16
Deceased Organ Donors,2021,North Dakota,ND,Lung,
Deceased Organ Donors,2021,North Dakota,ND,Pancreas,
Deceased Organ Donors,2021,Not Reported,NR,All,57
Deceased Organ Donors,2021,Not Reported,NR,Heart,19
Deceased Organ Donors,2021,Not Reported,NR,Kidney,55
Deceased Organ Donors,2021,Not Reported,NR,Liver,38
Deceased Organ Donors,2021,Not Reported,NR,Lung,
Deceased Organ Donors,2021,Not Reported,NR,Pancreas,
Deceased Organ Donors,2021,Ohio,OH,All,639
Deceased Organ Donors,2021,Ohio,OH,Heart,169
Deceased Organ Donors,2021,Ohio,OH,Kidney,605
Deceased Organ Donors,2021,Ohio,OH,Liver,440
Deceased Organ Donors,2021,Ohio,OH,Lung,121
Deceased Organ Donors,2021,Ohio,OH,Pancreas,54
Deceased Organ Donors,2021,Oklahoma,OK,All,236
Deceased Organ Donors,2021,Oklahoma,OK,Heart,50
Deceased Organ Donors,2021,Oklahoma,OK,Kidney,231
Deceased Organ Donors,2021,Oklahoma,OK,Liver,121
Deceased Organ Donors,2021,Oklahoma,OK,Lung,51
Deceased Organ Donors,2021,Oklahoma,OK,Pancreas,17
Deceased Organ Donors,2021,Oregon,OR,All,144
Deceased Organ Donors,2021,Oregon,OR,Heart,47
Deceased Organ Donors,2021,Oregon,OR,Kidney,141
Deceased Organ Donors,2021,Oregon,OR,Liver,110
Deceased Organ Donors,2021,Oregon,OR,Lung,22
Deceased Organ Donors,2021,Oregon,OR,Pancreas,
Deceased Organ Donors,2021,Pacific Ocean Territories,PO,All,
Deceased Organ Donors,2021,Pacific Ocean Territories,PO,Heart,0
Deceased Organ Donors,2021,Pacific Ocean Territories,PO,Kidney,
Deceased Organ Donors,2021,Pacific Ocean Territories,PO,Liver,0
Deceased Organ Donors,2021,Pacific Ocean Territories,PO,Lung,0
Deceased Organ Donors,2021,Pacific Ocean Territories,PO,Pancreas,0
Deceased Organ Donors,2021,Pennsylvania,PA,All,731
Deceased Organ Donors,2021,Pennsylvania,PA,Heart,144
Deceased Organ Donors,2021,Pennsylvania,PA,Kidney,701
Deceased Organ Donors,2021,Pennsylvania,PA,Liver,509
Deceased Organ Donors,2021,Pennsylvania,PA,Lung,85
Deceased Organ Donors,2021,Pennsylvania,PA,Pancreas,76
Deceased Organ Donors,2021,Puerto Rico,PR,All,111
Deceased Organ Donors,2021,Puerto Rico,PR,Heart,23
Deceased Organ Donors,2021,Puerto Rico,PR,Kidney,78
Deceased Organ Donors,2021,Puerto Rico,PR,Liver,95
Deceased Organ Donors,2021,Puerto Rico,PR,Lung,
Deceased Organ Donors,2021,Puerto Rico,PR,Pancreas,
Deceased Organ Donors,2021,Rhode Island,RI,All,31
Deceased Organ Donors,2021,Rhode Island,RI,Heart,
Deceased Organ Donors,2021,Rhode Island,RI,Kidney,31
Deceased Organ Donors,2021,Rhode Island,RI,Liver,19
Deceased Organ Donors,2021,Rhode Island,RI,Lung,
Deceased Organ Donors,2021,Rhode Island,RI,Pancreas,
Deceased Organ Donors,2021,South Carolina,SC,All,228
Deceased Organ Donors,2021,South Carolina,SC,Heart,61
Deceased Organ Donors,2021,South Carolina,SC,Kidney,216
Deceased Organ Donors,2021,South Carolina,SC,Liver,129
Deceased Organ Donors,2021,South Carolina,SC,Lung,43
Deceased Organ Donors,2021,South Carolina,SC,Pancreas,18
Deceased Organ Donors,2021,South Dakota,SD,All,21
Deceased Organ Donors,2021,South Dakota,SD,Heart,
Deceased Organ Donors,2021,South Dakota,SD,Kidney,20
Deceased Organ Donors,2021,South Dakota,SD,Liver,
Deceased Organ Donors,2021,South Dakota,SD,Lung,
Deceased Organ Donors,2021,South Dakota,SD,Pancreas,
Deceased Organ Donors,2021,Tennessee,TN,All,399
Deceased Organ Donors,2021,Tennessee,TN,Heart,137
Deceased Organ Donors,2021,Tennessee,TN,Kidney,375
Deceased Organ Donors,2021,Tennessee,TN,Liver,266
Deceased Organ Donors,2021,Tennessee,TN,Lung,66
Deceased Organ Donors,2021,Tennessee,TN,Pancreas,33
Deceased Organ Donors,2021,Texas,TX,All,1072
Deceased Organ Donors,2021,Texas,TX,Heart,353
Deceased Organ Donors,2021,Texas,TX,Kidney,1034
Deceased Organ Donors,2021,Texas,TX,Liver,760
Deceased Organ Donors,2021,Texas,TX,Lung,318
Deceased Organ Donors,2021,Texas,TX,Pancreas,77
Deceased Organ Donors,2021,Utah,UT,All,142
Deceased Organ Donors,2021,Utah,UT,Heart,34
Deceased Organ Donors,2021,Utah,UT,Kidney,140
Deceased Organ Donors,2021,Utah,UT,Liver,88
Deceased Organ Donors,2021,Utah,UT,Lung,
Deceased Organ Donors,2021,Utah,UT,Pancreas,
Deceased Organ Donors,2021,Vermont,VT,All,24
Deceased Organ Donors,2021,Vermont,VT,Heart,
Deceased Organ Donors,2021,Vermont,VT,Kidney,24
Deceased Organ Donors,2021,Vermont,VT,Liver,
Deceased Organ Donors,2021,Vermont,VT,Lung,
Deceased Organ Donors,2021,Vermont,VT,Pancreas,
Deceased Organ Donors,2021,Virgin Islands,VI,All,0
Deceased Organ Donors,2021,Virgin Islands,VI,Heart,0
Deceased Organ Donors,2021,Virgin Islands,VI,Kidney,0
Deceased Organ Donors,2021,Virgin Islands,VI,Liver,0
Deceased Organ Donors,2021,Virgin Islands,VI,Lung,0
Deceased Organ Donors,2021,Virgin Islands,VI,Pancreas,0
Deceased Organ Donors,2021,Virginia,VA,All,301
Deceased Organ Donors,2021,Virginia,VA,Heart,72
Deceased Organ Donors,2021,Virginia,VA,Kidney,283
Deceased Organ Donors,2021,Virginia,VA,Liver,194
Deceased Organ Donors,2021,Virginia,VA,Lung,63
Deceased Organ Donors,2021,Virginia,VA,Pancreas,42
Deceased Organ Donors,2021,Washington,WA,All,254
Deceased Organ Donors,2021,Washington,WA,Heart,81
Deceased Organ Donors,2021,Washington,WA,Kidney,250
Deceased Organ Donors,2021,Washington,WA,Liver,179
Deceased Organ Donors,2021,Washington,WA,Lung,48
Deceased Organ Donors,2021,Washington,WA,Pancreas,25
Deceased Organ Donors,2021,West Virginia,WV,All,118
Deceased Organ Donors,2021,West Virginia,WV,Heart,23
Deceased Organ Donors,2021,West Virginia,WV,Kidney,109
Deceased Organ Donors,2021,West Virginia,WV,Liver,85
Deceased Organ Donors,2021,West Virginia,WV,Lung,16
Deceased Organ Donors,2021,West Virginia,WV,Pancreas,
Deceased Organ Donors,2021,Wisconsin,WI,All,259
Deceased Organ Donors,2021,Wisconsin,WI,Heart,84
Deceased Organ Donors,2021,Wisconsin,WI,Kidney,247
Deceased Organ Donors,2021,Wisconsin,WI,Liver,161
Deceased Organ Donors,2021,Wisconsin,WI,Lung,60
Deceased Organ Donors,2021,Wisconsin,WI,Pancreas,29
Deceased Organ Donors,2021,Wyoming,WY,All,25
Deceased Organ Donors,2021,Wyoming,WY,Heart,
Deceased Organ Donors,2021,Wyoming,WY,Kidney,25
Deceased Organ Donors,2021,Wyoming,WY,Liver,16
Deceased Organ Donors,2021,Wyoming,WY,Lung,
Deceased Organ Donors,2021,Wyoming,WY,Pancreas,
Deceased Organ Donors,2022,Alabama,AL,All,305
Deceased Organ Donors,2022,Alabama,AL,Heart,99
Deceased Organ Donors,2022,Alabama,AL,Kidney,276
Deceased Organ Donors,2022,Alabama,AL,Liver,216
Deceased Organ Donors,2022,Alabama,AL,Lung,62
Deceased Organ Donors,2022,Alabama,AL,Pancreas,25
Deceased Organ Donors,2022,Alaska,AK,All,29
Deceased Organ Donors,2022,Alaska,AK,Heart,
Deceased Organ Donors,2022,Alaska,AK,Kidney,29
Deceased Organ Donors,2022,Alaska,AK,Liver,22
Deceased Organ Donors,2022,Alaska,AK,Lung,
Deceased Organ Donors,2022,Alaska,AK,Pancreas,
Deceased Organ Donors,2022,All,All,All,14905
Deceased Organ Donors,2022,All,All,Heart,4223
Deceased Organ Donors,2022,All,All,Kidney,14228
Deceased Organ Donors,2022,All,All,Liver,9812
Deceased Organ Donors,2022,All,All,Lung,2852
Deceased Organ Donors,2022,All,All,Pancreas,1310
Deceased Organ Donors,2022,Arizona,AZ,All,348
Deceased Organ Donors,2022,Arizona,AZ,Heart,95
Deceased Organ Donors,2022,Arizona,AZ,Kidney,332
Deceased Organ Donors,2022,Arizona,AZ,Liver,240
Deceased Organ Donors,2022,Arizona,AZ,Lung,64
Deceased Organ Donors,2022,Arizona,AZ,Pancreas,38
Deceased Organ Donors,2022,Arkansas,AR,All,180
Deceased Organ Donors,2022,Arkansas,AR,Heart,38
Deceased Organ Donors,2022,Arkansas,AR,Kidney,173
Deceased Organ Donors,2022,Arkansas,AR,Liver,116
Deceased Organ Donors,2022,Arkansas,AR,Lung,23
Deceased Organ Donors,2022,Arkansas,AR,Pancreas,
Deceased Organ Donors,2022,California,CA,All,1332
Deceased Organ Donors,2022,California,CA,Heart,414
Deceased Organ Donors,2022,California,CA,Kidney,1275
Deceased Organ Donors,2022,California,CA,Liver,933
Deceased Organ Donors,2022,California,CA,Lung,280
Deceased Organ Donors,2022,California,CA,Pancreas,93
Deceased Organ Donors,2022,Colorado,CO,All,268
Deceased Organ Donors,2022,Colorado,CO,Heart,103
Deceased Organ Donors,2022,Colorado,CO,Kidney,263
Deceased Organ Donors,2022,Colorado,CO,Liver,174
Deceased Organ Donors,2022,Colorado,CO,Lung,44
Deceased Organ Donors,2022,Colorado,CO,Pancreas,32
Deceased Organ Donors,2022,Connecticut,CT,All,116
Deceased Organ Donors,2022,Connecticut,CT,Heart,22
Deceased Organ Donors,2022,Connecticut,CT,Kidney,114
Deceased Organ Donors,2022,Connecticut,CT,Liver,73
Deceased Organ Donors,2022,Connecticut,CT,Lung,21
Deceased Organ Donors,2022,Connecticut,CT,Pancreas,
Deceased Organ Donors,2022,Delaware,DE,All,85
Deceased Organ Donors,2022,Delaware,DE,Heart,28
Deceased Organ Donors,2022,Delaware,DE,Kidney,81
Deceased Organ Donors,2022,Delaware,DE,Liver,64
Deceased Organ Donors,2022,Delaware,DE,Lung,27
Deceased Organ Donors,2022,Delaware,DE,Pancreas,
Deceased Organ Donors,2022,District of Columbia,DC,All,33
Deceased Organ Donors,2022,District of Columbia,DC,Heart,
Deceased Organ Donors,2022,District of Columbia,DC,Kidney,30
Deceased Organ Donors,2022,District of Columbia,DC,Liver,26
Deceased Organ Donors,2022,District of Columbia,DC,Lung,
Deceased Organ Donors,2022,District of Columbia,DC,Pancreas,
Deceased Organ Donors,2022,Florida,FL,All,948
Deceased Organ Donors,2022,Florida,FL,Heart,261
Deceased Organ Donors,2022,Florida,FL,Kidney,891
Deceased Organ Donors,2022,Florida,FL,Liver,643
Deceased Organ Donors,2022,Florida,FL,Lung,154
Deceased Organ Donors,2022,Florida,FL,Pancreas,81
Deceased Organ Donors,2022,Foreign Country,NA,All,
Deceased Organ Donors,2022,Foreign Country,NA,Heart,0
Deceased Organ Donors,2022,Foreign Country,NA,Kidney,
Deceased Organ Donors,2022,Foreign Country,NA,Liver,
Deceased Organ Donors,2022,Foreign Country,NA,Lung,0
Deceased Organ Donors,2022,Foreign Country,NA,Pancreas,0
Deceased Organ Donors,2022,Georgia,GA,All,457
Deceased Organ Donors,2022,Georgia,GA,Heart,140
Deceased Organ Donors,2022,Georgia,GA,Kidney,435
Deceased Organ Donors,2022,Georgia,GA,Liver,317
Deceased Organ Donors,2022,Georgia,GA,Lung,104
Deceased Organ Donors,2022,Georgia,GA,Pancreas,35
Deceased Organ Donors,2022,Hawaii,HI,All,49
Deceased Organ Donors,2022,Hawaii,HI,Heart,
Deceased Organ Donors,2022,Hawaii,HI,Kidney,48
Deceased Organ Donors,2022,Hawaii,HI,Liver,18
Deceased Organ Donors,2022,Hawaii,HI,Lung,
Deceased Organ Donors,2022,Hawaii,HI,Pancreas,0
Deceased Organ Donors,2022,Idaho,ID,All,65
Deceased Organ Donors,2022,Idaho,ID,Heart,24
Deceased Organ Donors,2022,Idaho,ID,Kidney,63
Deceased Organ Donors,2022,Idaho,ID,Liver,47
Deceased Organ Donors,2022,Idaho,ID,Lung,
Deceased Organ Donors,2022,Idaho,ID,Pancreas,
Deceased Organ Donors,2022,Illinois,IL,All,551
Deceased Organ Donors,2022,Illinois,IL,Heart,149
Deceased Organ Donors,2022,Illinois,IL,Kidney,520
Deceased Organ Donors,2022,Illinois,IL,Liver,344
Deceased Organ Donors,2022,Illinois,IL,Lung,103
Deceased Organ Donors,2022,Illinois,IL,Pancreas,58
Deceased Organ Donors,2022,Indiana,IN,All,409
Deceased Organ Donors,2022,Indiana,IN,Heart,101
Deceased Organ Donors,2022,Indiana,IN,Kidney,401
Deceased Organ Donors,2022,Indiana,IN,Liver,264
Deceased Organ Donors,2022,Indiana,IN,Lung,97
Deceased Organ Donors,2022,Indiana,IN,Pancreas,39
Deceased Organ Donors,2022,Iowa,IA,All,128
Deceased Organ Donors,2022,Iowa,IA,Heart,39
Deceased Organ Donors,2022,Iowa,IA,Kidney,124
Deceased Organ Donors,2022,Iowa,IA,Liver,77
Deceased Organ Donors,2022,Iowa,IA,Lung,31
Deceased Organ Donors,2022,Iowa,IA,Pancreas,
Deceased Organ Donors,2022,Kansas,KS,All,164
Deceased Organ Donors,2022,Kansas,KS,Heart,48
Deceased Organ Donors,2022,Kansas,KS,Kidney,159
Deceased Organ Donors,2022,Kansas,KS,Liver,102
Deceased Organ Donors,2022,Kansas,KS,Lung,41
Deceased Organ Donors,2022,Kansas,KS,Pancreas,18
Deceased Organ Donors,2022,Kentucky,KY,All,259
Deceased Organ Donors,2022,Kentucky,KY,Heart,72
Deceased Organ Donors,2022,Kentucky,KY,Kidney,243
Deceased Organ Donors,2022,Kentucky,KY,Liver,162
Deceased Organ Donors,2022,Kentucky,KY,Lung,29
Deceased Organ Donors,2022,Kentucky,KY,Pancreas,24
Deceased Organ Donors,2022,Louisiana,LA,All,249
Deceased Organ Donors,2022,Louisiana,LA,Heart,62
Deceased Organ Donors,2022,Louisiana,LA,Kidney,236
Deceased Organ Donors,2022,Louisiana,LA,Liver,193
Deceased Organ Donors,2022,Louisiana,LA,Lung,57
Deceased Organ Donors,2022,Louisiana,LA,Pancreas,24
Deceased Organ Donors,2022,Maine,ME,All,54
Deceased Organ Donors,2022,Maine,ME,Heart,19
Deceased Organ Donors,2022,Maine,ME,Kidney,54
Deceased Organ Donors,2022,Maine,ME,Liver,34
Deceased Organ Donors,2022,Maine,ME,Lung,
Deceased Organ Donors,2022,Maine,ME,Pancreas,
Deceased Organ Donors,2022,Maryland,MD,All,230
Deceased Organ Donors,2022,Maryland,MD,Heart,48
Deceased Organ Donors,2022,Maryland,MD,Kidney,215
Deceased Organ Donors,2022,Maryland,MD,Liver,172
Deceased Organ Donors,2022,Maryland,MD,Lung,45
Deceased Organ Donors,2022,Maryland,MD,Pancreas,27
Deceased Organ Donors,2022,Massachusetts,MA,All,255
Deceased Organ Donors,2022,Massachusetts,MA,Heart,71
Deceased Organ Donors,2022,Massachusetts,MA,Kidney,243
Deceased Organ Donors,2022,Massachusetts,MA,Liver,162
Deceased Organ Donors,2022,Massachusetts,MA,Lung,30
Deceased Organ Donors,2022,Massachusetts,MA,Pancreas,16
Deceased Organ Donors,2022,Michigan,MI,All,483
Deceased Organ Donors,2022,Michigan,MI,Heart,97
Deceased Organ Donors,2022,Michigan,MI,Kidney,471
Deceased Organ Donors,2022,Michigan,MI,Liver,257
Deceased Organ Donors,2022,Michigan,MI,Lung,98
Deceased Organ Donors,2022,Michigan,MI,Pancreas,37
Deceased Organ Donors,2022,Minnesota,MN,All,179
Deceased Organ Donors,2022,Minnesota,MN,Heart,65
Deceased Organ Donors,2022,Minnesota,MN,Kidney,175
Deceased Organ Donors,2022,Minnesota,MN,Liver,138
Deceased Organ Donors,2022,Minnesota,MN,Lung,47
Deceased Organ Donors,2022,Minnesota,MN,Pancreas,24
Deceased Organ Donors,2022,Mississippi,MS,All,180
Deceased Organ Donors,2022,Mississippi,MS,Heart,49
Deceased Organ Donors,2022,Mississippi,MS,Kidney,161
Deceased Organ Donors,2022,Mississippi,MS,Liver,110
Deceased Organ Donors,2022,Mississippi,MS,Lung,36
Deceased Organ Donors,2022,Mississippi,MS,Pancreas,17
Deceased Organ Donors,2022,Missouri,MO,All,421
Deceased Organ Donors,2022,Missouri,MO,Heart,115
Deceased Organ Donors,2022,Missouri,MO,Kidney,396
Deceased Organ Donors,2022,Missouri,MO,Liver,279
Deceased Organ Donors,2022,Missouri,MO,Lung,89
Deceased Organ Donors,2022,Missouri,MO,Pancreas,33
Deceased Organ Donors,2022,Montana,MT,All,39
Deceased Organ Donors,2022,Montana,MT,Heart,22
Deceased Organ Donors,2022,Montana,MT,Kidney,38
Deceased Organ Donors,2022,Montana,MT,Liver,31
Deceased Organ Donors,2022,Montana,MT,Lung,
Deceased Organ Donors,2022,Montana,MT,Pancreas,
Deceased Organ Donors,2022,Nebraska,NE,All,86
Deceased Organ Donors,2022,Nebraska,NE,Heart,25
